4426,883,2464,4231,1207,1167,1118,1733,1298,895,298,5607,888,5877,2450,14119,12741,2185,709,8842,1427,2908,735,33537,1262,6463,5700,631,4328,13738,631,1039
5175,962,2507,4345,1211,1161,1182,1670,1337,948,332,6229,840,4996,2453,14600,12582,2055,732,9202,1585,3005,761,31951,1192,6426,5841,613,4393,14008,671,1060
5024,1016,2463,4022,1392,1212,1280,1861,1234,955,317,6146,884,4712,2412,14840,12992,1899,732,8721,1608,3139,744,32046,1136,6441,6174,526,4515,14463,656,1114
5531,975,2614,3503,1569,1072,1327,2036,1178,1147,339,6471,736,4413,2365,15230,12853,1927,664,8306,1660,3100,708,31967,1230,6721,6185,546,4519,14064,607,1272
5983,889,2560,3439,1736,1171,1324,2148,1122,1152,350,6182,791,4664,2218,15270,13303,1803,711,9525,1638,3077,645,31011,1353,6702,5942,574,4427,14164,693,1398
6299,884,2386,3074,1763,1025,1216,2100,919,1179,363,5862,699,4677,2229,15362,13105,1819,756,8601,1706,3075,583,29844,1288,6870,5946,710,4384,14048,688,1575
6582,1025,2352,3242,1802,1123,1218,1920,861,1275,410,6032,730,4637,2174,14547,13191,1993,692,8567,1757,2924,648,28993,1485,6890,5858,656,4262,13811,623,1745
6659,1037,2215,3045,1760,1082,1170,1877,780,1409,427,5760,728,4693,2191,14698,13356,2135,680,8540,1630,2943,576,28295,1276,6527,5716,649,4266,13753,642,1786
5911,896,2376,3006,1696,1034,1053,2048,805,1484,413,5250,747,5241,2227,14266,13278,2153,670,9658,1419,2919,532,28296,1171,6571,5782,641,4080,13352,609,1748
5924,863,2535,2930,1476,1106,929,2071,801,1572,429,5551,663,5840,2181,14308,13106,2118,688,8964,1448,2749,540,27538,1229,6259,5421,676,4025,12938,646,1743
5642,826,2501,2895,1320,1113,829,1961,775,1619,430,5133,702,5575,2185,14290,13016,1998,667,9874,1496,2792,536,26336,1098,5950,5163,680,3920,12979,730,1780
5362,865,2450,2930,1212,1022,804,1766,632,1743,438,4816,680,5413,2182,14042,12411,1956,624,9233,1491,2571,531,24908,933,5843,5237,679,3877,12572,698,1689
5072,863,2335,3083,1236,1038,869,1648,644,1905,432,4539,770,5140,2233,13635,11814,1825,539,9401,1382,2441,565,24388,875,5422,4982,571,3799,12210,661,1551
4872,717,2233,2895,1273,1031,948,1770,589,1936,441,4228,740,5120,2162,14382,11464,1774,508,9427,1358,2402,558,24857,689,5224,5082,606,3935,12033,675,1494
4692,692,2270,2703,1251,1188,882,2029,613,1997,419,3746,743,4803,2064,14407,10584,1825,466,9754,1473,2340,544,24399,670,5057,5119,628,3647,11891,634,1417
4734,688,2107,2552,1291,1322,947,2007,559,1988,392,3402,808,4159,1992,14625,10272,1857,528,8180,1581,2275,525,23729,706,4836,4971,651,3528,11792,605,1480
4736,627,1946,2509,1300,1308,1070,1928,511,1988,392,3082,803,3347,1955,14710,9689,1780,469,8732,1600,2225,505,22784,557,4710,4814,645,3413,11676,576,1460
4654,636,1704,2526,1312,1341,1084,1935,509,1815,365,2919,828,3305,1803,15004,9156,1766,450,8293,1570,2196,525,22198,596,4580,4811,595,3334,11646,598,1286
4761,642,1634,2335,1289,1284,1154,2047,553,1619,356,2802,792,3093,1762,15193,8584,1833,437,8357,1475,2351,518,21268,647,4190,4565,544,3241,11579,527,1267
4776,614,1591,2284,1296,1322,1228,2191,548,1385,348,2463,664,2876,1627,15757,8075,1771,427,8351,1449,2335,494,20285,706,4022,4675,519,3036,11586,573,1166
4710,687,1578,2224,1245,1264,1174,2103,572,1233,313,2372,676,2513,1595,15877,7379,1596,418,7661,1434,2206,478,18357,635,3672,4290,507,2671,11547,653,999
4604,647,1443,2239,1248,1081,1164,1846,504,1079,265,2204,650,2351,1499,14806,6917,1307,365,7396,1329,1988,491,17604,644,3483,4113,465,2658,11432,671,911
4772,613,1412,2276,1232,1018,1198,1751,513,932,240,2295,535,2230,1383,14587,6793,1292,307,7834,1228,1979,497,16909,615,3386,4139,374,2628,11273,692,869
4722,572,1280,2186,1195,999,1093,1591,540,752,204,2393,529,2044,1359,14499,6502,1257,371,7230,1198,1932,487,16288,610,3182,4314,399,2560,11334,687,762
5066,533,1223,2117,1124,971,1005,1427,489,634,201,2437,410,1835,1333,14693,6125,1208,367,6741,1041,1831,480,15370,572,2972,4089,402,2471,11073,577,673
5113,462,1164,1957,1041,918,830,1313,509,569,179,2269,338,1571,1193,15164,5933,1061,371,6160,1086,1667,458,14757,488,3352,3982,396,2310,10817,558,587
5069,386,1132,1702,920,877,646,1193,524,526,164,2280,358,1475,1115,15013,5706,1041,368,5956,1050,1651,445,14119,458,3158,3570,370,2270,10802,461,564
5251,257,1051,1645,894,837,559,1154,514,485,152,2196,345,1307,1034,14814,5362,1028,329,5760,930,1646,436,13495,441,3029,3558,330,2175,10631,354,505
5165,203,1021,1519,867,808,496,1114,528,396,149,2228,430,1187,986,15794,5155,1082,338,5405,872,1666,383,12636,434,2868,3272,363,2125,10445,278,451
4943,208,983,1399,788,774,409,1184,532,381,141,2103,457,1080,943,15578,4953,988,322,4640,816,1623,378,12378,418,2759,3032,358,2106,10303,252,428
4778,199,904,1334,752,717,383,1167,519,426,137,1617,428,995,839,15278,4856,927,225,4717,719,1580,349,11944,410,2673,2524,286,1967,9899,240,390
4148,212,888,1246,733,741,370,1273,545,469,125,1374,465,888,782,14641,4547,845,219,4360,766,1579,306,10946,411,2646,2560,270,1997,9309,311,362
3635,228,754,1268,765,725,377,1354,558,555,143,1358,571,826,702,13937,4756,781,216,4270,667,1544,308,10235,427,1975,2354,245,1878,9198,321,366
3304,282,751,1297,798,730,462,1366,504,636,135,1106,556,667,658,13471,7137,753,215,3985,639,1500,280,9512,360,1848,2220,239,1703,8851,352,405
2872,301,755,1213,802,730,528,1346,514,679,148,1148,563,603,647,13059,8722,697,214,3588,607,1447,232,8700,349,1732,2113,225,1684,8590,393,476
2699,351,790,1230,760,738,533,1402,587,755,162,1156,646,537,632,12489,9439,635,219,3159,597,1417,230,7868,349,1647,2114,200,1553,8328,439,496
2558,349,782,1210,760,706,606,1475,559,792,157,1157,968,534,619,12103,9262,600,226,3194,572,1380,220,7536,411,1572,2034,197,1493,8072,461,527
2488,343,762,1432,767,689,626,1460,538,773,158,1135,1059,523,636,11869,9646,539,247,3017,571,1390,214,7344,408,1496,1981,192,1444,8050,420,535
2305,345,740,1420,733,617,657,1397,462,817,157,1101,1111,490,591,11267,9428,547,246,2802,463,1277,196,7405,344,1326,1838,181,1349,7918,338,555
2209,328,754,1405,728,638,720,1376,360,776,129,1076,992,463,603,10611,8888,565,233,2698,486,1227,178,6989,310,1276,1843,202,1431,7473,323,547
2157,290,642,1370,692,618,637,1378,353,735,134,1065,1081,473,572,10258,6364,556,214,2813,451,1125,174,6539,326,1317,1954,202,1486,7046,315,502
1981,260,629,1258,646,607,589,1427,306,711,118,972,1070,446,538,9724,4624,527,226,2921,448,1078,179,6387,303,1266,1842,180,1417,6746,259,415
1873,223,543,1209,646,597,565,1416,185,667,101,834,864,446,538,9346,3705,525,221,3155,446,1033,164,6214,281,1218,1699,180,1390,6321,220,389
1800,221,501,1205,640,584,496,1311,218,600,97,810,534,423,530,8916,3588,500,213,3218,426,1018,160,5961,184,1201,1617,181,1406,5883,173,338
1698,200,479,853,647,594,520,1306,203,608,81,770,463,472,493,8626,2824,532,177,3017,355,946,145,5426,181,1235,1624,178,1383,5657,182,346
1686,174,429,808,650,603,503,1301,205,558,78,774,452,463,480,8371,2743,524,164,3072,374,879,158,4807,181,1310,1624,188,1355,5403,180,347
1695,170,429,689,599,577,481,1270,201,567,77,687,501,455,449,8028,2766,453,149,2828,374,849,153,4684,164,1269,1516,189,1350,5174,155,326
1653,160,419,598,589,577,532,1289,189,562,79,647,464,456,430,7703,2668,432,156,2782,358,815,154,4709,159,1135,1454,167,1334,5030,143,331
1643,174,361,591,606,572,489,1244,170,515,68,603,467,465,435,7438,2531,407,138,2866,350,778,157,4757,156,1159,1380,183,1373,4845,141,345
1570,154,352,779,602,533,520,1209,177,524,71,549,460,468,381,7124,2371,345,128,2894,345,752,164,4863,119,1101,1399,162,1365,4716,132,358
1580,151,332,867,589,539,535,1163,140,516,87,526,468,451,393,7026,2377,373,125,3103,352,748,162,4866,131,1084,1566,181,1386,4717,137,368
1553,153,311,1006,575,524,446,1167,122,507,80,474,452,405,369,6971,2393,328,121,3316,348,725,161,4874,97,967,1484,170,1428,4586,115,417
1539,150,316,948,581,526,442,1091,136,523,79,408,418,378,350,6600,2356,290,133,3355,320,695,161,4838,91,852,1417,143,1351,4388,94,408
1468,143,276,1011,590,524,418,1065,140,510,83,369,435,373,361,6321,2259,289,123,3573,289,631,159,4628,83,805,1506,113,1318,4339,98,400
1433,139,270,1034,588,531,367,1045,162,491,75,371,446,335,350,5968,3907,280,119,3514,273,625,157,4518,57,760,1478,113,1321,4213,77,395
1462,116,273,1010,568,498,394,1005,187,482,76,355,410,290,318,5552,4224,238,134,3221,288,590,140,4109,39,652,1512,98,1235,3953,70,373
1495,130,295,847,602,541,380,986,193,500,101,353,457,251,352,6140,4440,243,138,3180,268,563,127,3864,34,576,1441,94,1196,3970,63,363
1485,133,312,692,613,538,373,994,197,521,83,346,477,273,336,6033,4576,203,134,3037,265,538,120,3899,25,503,1292,80,1174,3874,59,349
1453,158,321,561,624,524,368,979,208,500,98,330,490,254,323,5822,4570,225,156,2608,262,499,117,3771,27,466,1329,78,1227,3715,54,282
