,n_his,n_pred,n_vertex,train_loss,val_loss,test_MSE,test_MAE,test_RMSE,test_WMAPE
0,12,3,32,0.04284576067799016,75.67382469955756,13.474407886972232,1828.1395600377298,3038.6291687129337,0.6830880148607961
